Property Type,Property Subtype,Region,City,CP,Agency Name,Agency Email,Agency Phone,Type de vente,Price,Nombre de façades,Nombre de chambres,Nombre de salles de bain,Nombre de douches,Nombre de toilettes,Nombre de pièces,Nombre de parking intérieurs,Nombre de parking extérieurs,Type de cuisine,État du bâtiment,Surface habitable,Surface jardin,Surface totale,Basement,Dressing,Dining Room,Meublé,Cheminée,Terrasse,Jardin,Piscine
APARTMENT,APARTMENT,Flandres,Zulte,9870,Vastgoed Cannière,200781@secure.fortissimmo.net,,BUY_REGULAR,235000,,4,1,0,1,12,,2,INSTALLED,,171,,,0,1,1,0,0,0,0,0
HOUSE,HOUSE,Flandres,Zandhoven,2240,Omnia vastgoedmanagement,omniavastgoed@omniwebsites.be,,BUY_REGULAR,410000,2,4,1,0,2,,1,,INSTALLED,GOOD,181,65,198,0,0,0,0,1,0,1,0
APARTMENT,APARTMENT,Flandres,Aartselaar,2630,Coprimmo Immobiliën,coprimmo@omniwebsites.be,+32 3 449 49 77,BUY_REGULAR,169500,,2,1,0,1,,1,,SEMI_EQUIPPED,GOOD,77,,,0,0,0,0,1,0,0,0
APARTMENT,APARTMENT,Flandres,Middelkerke,8430,Dewaele-woonvastgoed Middelkerke,middelkerke@dewaele.com,+32 59 50 60 50,BUY_REGULAR,439000,2,2,1,0,1,,,,INSTALLED,AS_NEW,80,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Gilly,6060,Catherine DEVROYE,catherine.devroye@belnot.be,+32 71 41 07 05,PUBLIC_SALE,75000,2,3,1,0,1,,2,,INSTALLED,TO_RENOVATE,,,220,1,0,1,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Hautrage,7334,Fridenbergs Real Estate Dour,fridenbe_dour@importfrommedia.be,+32 65 65 34 73,BUY_REGULAR,230000,3,4,2,1,,,1,,,,200,,495,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Uccle,1180,Mejama Real Estate,mejama@omniwebsites.be,,BUY_REGULAR,285000,,2,1,0,1,,,,SEMI_EQUIPPED,TO_BE_DONE_UP,80,,,1,0,0,0,1,0,0,0
APARTMENT,APARTMENT,Flandres,Gent,9000,Oryx Projects NV,201207@secure.fortissimmo.net,+32 475 23 38 22,BUY_REGULAR,514500,,2,1,0,2,12,,,,GOOD,134,,,1,0,0,0,0,0,0,0
HOUSE,APARTMENT_BLOCK,Bruxelles,Etterbeek,1040,MYIMMO Etterbeek,myimmo_etterbeek@importfrommedia.be,+32 2 356 22 20,BUY_REGULAR,890000,2,8,5,6,6,,,,USA_SEMI_EQUIPPED,TO_RENOVATE,485,,200,1,0,1,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Brasschaat,2930,Neon Vastgoed,info@neonvastgoed.be,+32 3 336 88 88,BUY_REGULAR,265000,,3,1,0,1,4,,1,,GOOD,90,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Braine-le-Château,1440,Albert Halle,alberthalle@contactme.skarabee.com,+32 80 02 52 37,BUY_REGULAR,699000,4,3,2,0,2,1,,3,,GOOD,195,,3100,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Flémalle,4400,ELISSA Agence Immobilière,storage3309_875@importfrommedia.be,+32 4 221 02 21,BUY_REGULAR,195000,2,3,1,0,1,,,,,GOOD,96,90,190,1,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,PERWEZ,1360,Immo Villages,info@immovillages.com,+32 81 65 61 91,BUY_REGULAR,279000,,4,1,0,1,5,,,,GOOD,152,210,210,1,0,0,0,0,0,1,0
HOUSE,HOUSE,Bruxelles,Forest,1190,Property One,propertyone@omniwebsites.be,+32 2 376 60 66,BUY_REGULAR,550000,,4,2,0,,,,,INSTALLED,,195,28,120,1,0,0,0,1,0,1,0
APARTMENT,APARTMENT,Bruxelles,Forest,1190,Parvissimmo,parvissimmo_bruxelles@importfrommedia.be,+32 2 344 13 10,BUY_REGULAR,275000,2,2,1,0,1,,,,USA_SEMI_EQUIPPED,TO_BE_DONE_UP,90,,,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Boom,2850,JACQ. Real Estate,ilovejacq@omniwebsites.be,,BUY_REGULAR,229000,2,3,,1,1,,,2,SEMI_EQUIPPED,TO_RENOVATE,143,,251,1,0,1,0,1,0,0,0
HOUSE,HOUSE,Flandres,Wijgmaal,3018,IMMO-TIME,immotime@omniwebsites.be,+32 16 41 41 00,BUY_REGULAR,349000,3,3,1,0,1,,2,,INSTALLED,,151,120,215,0,0,0,0,1,0,1,0
HOUSE,HOUSE,Flandres,Grammont,9500,Cornelis & Partners Geraardsbergen,storage5289_17@importfrommedia.be,,BUY_REGULAR,445000,4,5,2,2,2,,1,2,HYPER_EQUIPPED,,315,400,698,0,0,1,0,0,0,1,0
HOUSE,HOUSE,Flandres,Renaix,9600,Century 21 Immo Vercoutere,c21aivronse@omniwebsites.be,,BUY_REGULAR,235000,2,3,1,0,1,,,,INSTALLED,AS_NEW,142,,150,0,0,0,0,1,0,1,0
HOUSE,HOUSE,Wallonie,Clavier,4560,Dynasty,storage8437_934@importfrommedia.be,,BUY_REGULAR,339000,3,4,1,1,1,,1,6,USA_INSTALLED,GOOD,168,,671,0,0,0,0,0,0,0,1
APARTMENT,APARTMENT,Flandres,Blankenberge,8370,Dewaele-woonvastgoed Blankenberge,blankenberge@dewaele.com,+32 50 44 49 98,BUY_REGULAR,675000,4,2,1,0,1,3,,,HYPER_EQUIPPED,AS_NEW,131,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Assebroek,8310,Vastgoed De Ruyter & Partners,Z48724@secure.fortissimmo.net,+32 50 22 22 21,BUY_REGULAR,639000,,3,,0,,18,,,INSTALLED,,,,825,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Roeselare,8800,Dicasa BV,199981@secure.fortissimmo.net,+32 51 20 14 00,BUY_REGULAR,268000,,3,1,0,1,15,2,1,INSTALLED,GOOD,150,783,738,0,0,0,0,0,0,1,0
HOUSE,VILLA,Wallonie,Ciney,5590,IVERT,storage9879_847@importfrommedia.be,+32 83 33 01 02,BUY_REGULAR,370000,3,4,1,1,2,,1,2,NOT_INSTALLED,AS_NEW,191,,736,1,0,1,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Sleidinge,9940,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,375000,2,2,1,0,1,,,1,HYPER_EQUIPPED,AS_NEW,113,,,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,SINT-JOB-IN-'T-GOOR,2960,Verlimmo,markt21@omniwebsites.be,+32 3 658 95 58,BUY_REGULAR,279000,3,2,1,0,1,,1,2,SEMI_EQUIPPED,TO_RENOVATE,109,450,600,0,0,0,0,1,0,1,0
APARTMENT,APARTMENT,Flandres,Anvers,2020,Sorenco N.V. - Berchem,sorenco_berchem@importfrommedia.be,+32 3 281 08 08,BUY_REGULAR,189000,,2,1,0,,,,,INSTALLED,GOOD,84,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Wiekevorst,2222,C&M Vastgoed,cmvastgoedhodb@omniwebsites.be,,BUY_REGULAR,219500,3,2,1,0,1,,,1,INSTALLED,,95,,,0,0,0,0,1,0,0,0
HOUSE,MIXED_USE_BUILDING,Wallonie,Braives,4260,ERA Labelimmo,immoweb@erabelgium.be,,BUY_REGULAR,1070000,4,3,1,0,,,1,1,,,445,,1700,1,0,0,1,0,0,0,0
HOUSE,HOUSE,Flandres,Gammerages,1570,Immo Pické BV BVBA.,storage6011_791@importfrommedia.be,+32 2 331 62 69,BUY_REGULAR,299000,4,4,1,0,2,,1,5,NOT_INSTALLED,TO_BE_DONE_UP,204,,447,1,0,1,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Gent Zwijnaarde,9052,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,556453,2,3,2,0,1,,,,HYPER_EQUIPPED,,131,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Bruges,8000,Dirk Willemyns,verkoop1@dirkwillemyns.be,+32 50 60 99 01,BUY_REGULAR,2870000,3,4,4,4,,,,,HYPER_EQUIPPED,AS_NEW,538,,395,0,0,0,0,0,0,0,0
APARTMENT,DUPLEX,Bruxelles,Molenbeek-Saint-Jean,1080,Bureau Immobilier Meert,storage6712_958@importfrommedia.be,+32 2 763 26 98,BUY_REGULAR,295000,2,2,1,0,2,,,,HYPER_EQUIPPED,AS_NEW,112,,,1,0,0,0,0,0,0,0
HOUSE,APARTMENT_BLOCK,Flandres,Geel,2440,Het Vastgoedkantoor Balen,uniqvastgoed@omniwebsites.be,+32 14 39 99 99,BUY_REGULAR,475000,3,4,4,0,4,,,,SEMI_EQUIPPED,GOOD,112,,1047,0,0,0,0,1,0,1,0
HOUSE,HOUSE,Flandres,ZANDVLIET,2040,Heylen Vastgoed Ekeren,heylenvastgoed@omniwebsites.be,+32 3 303 71 33,BUY_REGULAR,235000,3,2,1,0,1,,1,,SEMI_EQUIPPED,TO_RENOVATE,100,,599,0,0,0,0,1,0,1,0
HOUSE,HOUSE,Flandres,Meerhout,2450,Nieuww,nieuww@omniwebsites.be,+32 15 33 93 33,BUY_REGULAR,490000,3,4,1,0,2,,,,USA_INSTALLED,,164,,327,0,0,0,0,1,0,1,0
APARTMENT,APARTMENT,Wallonie,Liège,4000,Allen Keapler & Partners,storage9822_872@importfrommedia.be,+32 4 277 17 07,BUY_REGULAR,190000,2,1,1,0,1,,,,INSTALLED,GOOD,51,,,0,0,0,0,0,0,0,0
APARTMENT,GROUND_FLOOR,Bruxelles,Uccle,1180,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,595000,,3,2,1,3,,34,34,NOT_INSTALLED,AS_NEW,132,85,,1,0,1,0,0,0,1,0
HOUSE,MIXED_USE_BUILDING,Flandres,Brasschaat,2930,LIVITAS,walter@livitas.be,+32 3 645 00 21,BUY_REGULAR,329900,2,3,1,0,3,,,,NOT_INSTALLED,TO_RENOVATE,226,94,210,1,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Wallonie,Bastogne,6600,ERA Topimmo Bastogne – 3 agences,immoweb@erabelgium.be,+32 61 21 07 50,BUY_REGULAR,299000,2,3,1,0,,,,,,GOOD,101,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Geel,2440,Immo Point Kempen,storage5491_907@importfrommedia.be,,BUY_REGULAR,457056,,3,1,0,,,,,,AS_NEW,189,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Anvers,2020,Quares,quares.antwerpen@omniwebsites.be,+32 3 294 50 57,BUY_REGULAR,615000,,4,2,0,,,1,,INSTALLED,GOOD,190,,,1,0,0,0,1,0,0,0
APARTMENT,APARTMENT,Flandres,ANTWERPEN 2060,2060,Coprimmo Immobiliën,coprimmo@omniwebsites.be,+32 3 449 49 77,BUY_REGULAR,390000,,2,1,0,1,,1,,HYPER_EQUIPPED,GOOD,91,,,1,0,0,1,1,0,0,0
HOUSE,HOUSE,Wallonie,Jurbise,7050,We Invest Mons,storage4563_mons_331@importfrommedia.be,+32 65 98 16 07,BUY_REGULAR,250000,4,3,1,0,1,,1,,,GOOD,177,,230,1,0,1,0,0,0,0,0
HOUSE,HOUSE,Flandres,Sint-Pieters-Leeuw,1600,Immo Pické BV BVBA.,storage6011_791@importfrommedia.be,+32 2 331 62 69,BUY_REGULAR,349000,2,3,1,0,1,,,,INSTALLED,GOOD,191,,240,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Turnhout,2300,Heylen Vastgoed Turnhout,heylenvastgoed@omniwebsites.be,+32 14 73 38 82,BUY_REGULAR,210000,2,3,1,0,1,,2,,SEMI_EQUIPPED,TO_BE_DONE_UP,119,,,0,0,0,0,1,0,0,0
APARTMENT,FLAT_STUDIO,Bruxelles,BRUXELLES,1000,TREVI - Immobilier Neuf,trevitin@omniwebsites.be,+32 2 340 24 73,BUY_REGULAR,213500,2,0,1,0,1,,,,HYPER_EQUIPPED,,30,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Etalle Buzenol,6743,Juliet Immo Belgique,storage6775_817@importfrommedia.be,,BUY_REGULAR,120000,2,1,1,1,1,,1,1,SEMI_EQUIPPED,TO_RENOVATE,100,70,147,0,0,0,0,0,0,1,0
HOUSE,MIXED_USE_BUILDING,Flandres,Boortmeerbeek,3190,Wijns Vastgoed,200510@secure.fortissimmo.net,,BUY_REGULAR,499000,,3,1,0,,,1,,,AS_NEW,300,,980,1,0,0,0,0,0,0,0
HOUSE,COUNTRY_COTTAGE,Wallonie,Lobbes,6540,CENTURY 21 Lardinois,thuin@century21lardinois.be,+32 71 30 03 72,BUY_REGULAR,335000,3,3,,1,1,,,,INSTALLED,,220,2200,2600,1,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Transinne,6890,Immobilière Mustang,mustang@omniwebsites.be,+32 61 40 17 50,BUY_REGULAR,239000,3,3,1,0,1,,,3,SEMI_EQUIPPED,GOOD,117,,969,1,0,0,0,1,0,1,0
APARTMENT,APARTMENT,Wallonie,Orp-Jauche,1350,Property Lab,storage5237_500@importfrommedia.be,+32 2 537 47 38,BUY_REGULAR,369900,2,2,1,0,1,,,2,HYPER_EQUIPPED,AS_NEW,134,347,,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Bruxelles,Bruxelles,1000,We Invest Bruxelles,storage4563_152@importfrommedia.be,+32 2 318 62 66,BUY_REGULAR,444000,,2,1,1,1,,,1,USA_HYPER_EQUIPPED,,112,,,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Uccle,1180,Vaneau Lecobel  Bruxelles Sud,lecobel_vente@importfrommedia.be,+32 2 346 33 55,BUY_REGULAR,445000,2,3,1,0,2,,2,2,NOT_INSTALLED,TO_RENOVATE,130,,,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Ciney Pessoux,5590,Team Construct,storage9512_452@importfrommedia.be,+32 2 556 47 56,BUY_REGULAR,355652,4,3,1,0,2,,1,,,AS_NEW,189,,1597,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,De Haan,8420,Maelsteen Real Estate,storage6861_590@importfrommedia.be,,BUY_REGULAR,495000,4,4,4,0,,,2,5,,TO_RENOVATE,214,,,0,0,0,0,0,0,0,0
HOUSE,APARTMENT_BLOCK,Flandres,SINT-PAUWELS,9170,Axel Lenaerts makelaars Waasland,axellenaers-waasland@omniwebsites.be,+32 3 256 29 55,BUY_REGULAR,200000,,0,,0,,,,,NOT_INSTALLED,,,,0,0,0,0,0,1,0,0,0
APARTMENT,APARTMENT,Flandres,Knokke-Heist,8300,IMMAX KNOKKE,info@immax.be,+32 50 62 44 14,BUY_REGULAR,695000,2,2,2,2,,,,,USA_HYPER_EQUIPPED,JUST_RENOVATED,68,,,0,0,0,0,0,0,0,0
HOUSE,VILLA,Wallonie,Heusy,4802,Ekilibre,storage4144_459@importfrommedia.be,+32 87 31 63 00,BUY_REGULAR,699000,4,5,3,0,3,,2,6,INSTALLED,AS_NEW,350,3416,3691,1,0,1,0,0,0,1,0
HOUSE,HOUSE,Flandres,Erpe-Mere,9420,Immo De Ras,immowebimmoderas@importfrommedia.be,+32 53 60 65 60,BUY_REGULAR,245000,2,4,2,0,2,,,,SEMI_EQUIPPED,AS_NEW,330,265,643,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Flandres,Knokke-Heist,8300,Immo BIS NV,immobis@contactme.skarabee.com,+32 50 63 20 41,BUY_REGULAR,1120000,,2,2,0,2,1,1,1,,GOOD,110,,,0,0,0,0,0,0,0,0
APARTMENT,FLAT_STUDIO,Wallonie,Liège,4000,We Invest Liège,storage4563_506@importfrommedia.be,+32 4 277 00 07,BUY_REGULAR,119000,2,0,,1,1,,,,,GOOD,32,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Libramont-Chevigny,6800,Honesty Libramont - 7 bureaux proches de chez vous,honesty_libramont-chevig@importfrommedia.be,+32 61 29 24 14,BUY_REGULAR,225000,2,3,1,0,2,,1,1,INSTALLED,GOOD,180,102,254,0,0,1,1,0,0,1,0
HOUSE,TOWN_HOUSE,Bruxelles,Ganshoren,1083,JON Invest SPRL,info@joninvest.be,+32 2 469 12 72,BUY_REGULAR,350000,,3,2,0,2,,,,INSTALLED,GOOD,134,,72,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,MESSANCY,6780,Immo-Fast,immofast@omniwebsites.be,,BUY_REGULAR,315000,,2,,1,1,,2,1,USA_INSTALLED,AS_NEW,99,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Anderlecht,1070,Living Stone Brussel,pajota_brussel@importfrommedia.be,+32 2 466 05 75,BUY_REGULAR,257000,3,2,1,0,1,,,,USA_SEMI_EQUIPPED,GOOD,100,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Wavre Bierges,1301,J&J Properties,jjproperties_bruxelles@importfrommedia.be,+32 2 770 76 00,BUY_REGULAR,950000,4,5,3,0,4,,2,6,HYPER_EQUIPPED,TO_BE_DONE_UP,335,2300,2707,1,0,1,0,0,0,1,1
APARTMENT,APARTMENT,Flandres,Koksijde,8670,Agence Notredame,notredame@contactme.skarabee.com,+32 58 51 15 78,BUY_REGULAR,270000,,4,1,0,,1,,,,GOOD,80,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Meulebeke,8760,Vlaemynck Tielt,993173523000069000000009@secure.fortissimmo.net,+32 51 40 40 10,BUY_REGULAR,199000,,3,1,0,,,2,,,TO_BE_DONE_UP,300,,185,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Wallonie,Herstal,4040,We Invest Liège,storage4563_506@importfrommedia.be,+32 4 277 00 07,BUY_REGULAR,119000,2,2,1,0,1,,,,,TO_BE_DONE_UP,74,,,0,0,0,0,0,0,0,0
HOUSE,VILLA,Flandres,Renaix,9600,DMG Vastgoed,dmgvastgoed_285@importfrommedia.be,+32 55 21 12 10,BUY_REGULAR,449000,4,4,1,0,2,,2,5,HYPER_EQUIPPED,JUST_RENOVATED,197,485,992,1,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Vise,4600,WAUCOMONT srl : Visé – Barchon,info@waucomont.be,+32 4 287 32 82,BUY_REGULAR,495000,4,5,1,1,3,,,,INSTALLED,,312,,497,0,0,0,0,0,0,0,0
HOUSE,APARTMENT_BLOCK,Flandres,Halle,1500,Macnash Lembeek,macnash-lembeek@omniwebsites.be,+32 2 881 17 88,BUY_REGULAR,720000,4,0,,0,,,45,,,GOOD,,,1922,0,0,0,0,1,0,0,0
HOUSE,HOUSE,Wallonie,Genappe,1470,ERA Cedimmo – Genappe,Immoweb@erabelgium.be,+32 67 70 07 79,BUY_REGULAR,419000,3,4,1,0,,,1,,,,120,,460,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Evere,1140,WEST AVENUE,info@westavenue.be,+32 2 883 90 80,BUY_REGULAR,489000,2,3,1,1,2,,17,,USA_HYPER_EQUIPPED,AS_NEW,108,,,1,0,1,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Deinze,9800,Landbergh,199809@secure.fortissimmo.net,+32 9 225 25 24,BUY_REGULAR,255000,,1,1,0,1,7,,,INSTALLED,GOOD,68,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Bruxelles,Bruxelles,1000,Trianon Invest,obrialexis_uccle_210@importfrommedia.be,+32 2 340 37 07,BUY_REGULAR,565000,2,5,4,4,5,,,,INSTALLED,TO_BE_DONE_UP,265,,110,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Beloeil,7970,Bille Immobilier,bille@omniwebsites.be,+32 479 36 93 54,BUY_REGULAR,130000,2,2,1,0,1,,,,SEMI_EQUIPPED,TO_BE_DONE_UP,180,240,245,1,0,0,0,1,0,1,0
HOUSE,HOUSE,Flandres,Gent,9000,Oryx Projects NV,201207@secure.fortissimmo.net,+32 475 23 38 22,BUY_REGULAR,520500,,4,1,0,3,13,,,,GOOD,145,,168,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Nivelles,1400,Trevi LOGIS,trevinivelles@omniwebsites.be,+32 67 21 00 00,BUY_REGULAR,595000,3,5,1,1,3,,,2,USA_HYPER_EQUIPPED,GOOD,251,,2000,1,0,1,0,1,0,1,0
HOUSE,APARTMENT_BLOCK,Flandres,Antwerpen Merksem,2170,Immobib,immobib_antwerpen@importfrommedia.be,+32 3 230 59 39,BUY_REGULAR,419900,3,5,4,4,4,,,,INSTALLED,GOOD,317,21,141,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Bruxelles,Woluwe-Saint-Pierre,1150,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,700000,2,4,2,2,,,,,NOT_INSTALLED,TO_RENOVATE,176,150,210,1,0,1,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Neufchateau,6840,Honesty Libramont - 7 bureaux proches de chez vous,honesty_libramont-chevig@importfrommedia.be,+32 61 29 24 14,BUY_REGULAR,285000,3,3,1,1,2,,,2,NOT_INSTALLED,AS_NEW,121,422,543,0,0,1,0,0,0,1,0
HOUSE,HOUSE,Flandres,Roeselare,8800,Vastgoed Zebra,201422@secure.fortissimmo.net,+32 51 97 09 90,BUY_REGULAR,325000,,3,1,0,2,20,,,INSTALLED,AS_NEW,214,,332,0,1,1,0,0,0,0,0
HOUSE,MIXED_USE_BUILDING,Wallonie,Seraing Boncelles,4100,GROUP SKYIMMO,demande@skyimmo.be,+32 4 250 02 61,BUY_REGULAR,239000,3,2,1,1,2,,,1,INSTALLED,GOOD,136,152,370,1,0,1,0,0,0,1,0
HOUSE,MIXED_USE_BUILDING,Flandres,Leuven,3001,Covas Immo,covas@contactme.skarabee.com ,+32 16 40 60 20,BUY_REGULAR,449000,,5,1,0,1,1,1,,,TO_RENOVATE,235,,143,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Hastière,5540,Easyhome,storage7460_368@importfrommedia.be,+32 84 77 00 43,BUY_REGULAR,189000,3,4,1,0,2,,1,,USA_INSTALLED,TO_BE_DONE_UP,191,,1014,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Gent Gentbrugge,9050,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,566800,3,3,1,1,2,,1,1,USA_HYPER_EQUIPPED,,153,160,304,0,0,1,0,0,0,1,0
HOUSE,HOUSE,Flandres,Renaix,9600,DMG Vastgoed,dmgvastgoed_285@importfrommedia.be,+32 55 21 12 10,BUY_REGULAR,169900,2,3,1,0,1,,,,INSTALLED,JUST_RENOVATED,117,17,80,0,0,0,0,0,0,1,0
HOUSE,VILLA,Bruxelles,SINT-AGATHA-BERCHEM,1082,Exclusiv' Home,exclusivhome@omniwebsites.be,+32 54 32 08 50,BUY_REGULAR,5500000,4,6,5,4,8,7,4,6,USA_HYPER_EQUIPPED,,880,,3113,1,0,0,1,1,0,0,0
APARTMENT,APARTMENT,Wallonie,Lessines,7860,Immo Nobels,99479@secure.fortissimmo.net,+32 55 30 92 90,BUY_REGULAR,159000,,1,1,0,1,8,,,,GOOD,71,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,BRUXELLES,1000,TREVI - Immobilier Neuf,trevitin@omniwebsites.be,+32 2 340 24 73,BUY_REGULAR,370000,3,2,1,0,1,,1,,USA_HYPER_EQUIPPED,,89,,,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Ramillies Huppaye,1367,Property 4U,storage7967_623@importfrommedia.be,,BUY_REGULAR,445000,4,4,2,2,3,,,2,USA_HYPER_EQUIPPED,AS_NEW,165,,1300,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Hoboken,2660,Immo De Laet,immodelaet@omniwebsites.be,+32 3 644 00 88,BUY_REGULAR,189000,2,2,1,0,1,,1,,INSTALLED,TO_BE_DONE_UP,76,,,1,0,0,0,1,0,0,0
APARTMENT,APARTMENT,Flandres,Antwerpen (2000),2000,Immobilien Carl Martens NV,201392@secure.fortissimmo.net,+32 3 226 85 00,BUY_REGULAR,275000,,2,1,0,,6,,,INSTALLED,,75,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Lierde,9570,Immo Gosseye,200099@secure.fortissimmo.net,+32 55 42 60 26,BUY_REGULAR,389000,,3,1,0,2,12,,,,,170,,332,0,1,0,0,0,0,0,0
