Property Type,Property Subtype,Region,City,CP,Agency Name,Agency Email,Agency Phone,Type de vente,Price,Nombre de façades,Nombre de chambres,Nombre de salles de bain,Nombre de douches,Nombre de toilettes,Nombre de pièces,Nombre de parking intérieurs,Nombre de parking extérieurs,Type de cuisine,État du bâtiment,Surface habitable,Surface jardin,Surface totale,Basement,Dressing,Dining Room,Meublé,Cheminée,Balcon,Terrasse,Jardin,Piscine
HOUSE,HOUSE,Flandres,Roeselare,8800,Bricx,bricxroeselare@contactme.skarabee.com,+32 51 80 18 00,BUY_REGULAR,185000,4,3,1,0,2,1,1,3,,TO_BE_DONE_UP,240,,507,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Kortrijk,8500,Property Vastgoed,propertyvastgoed@omniwebsites.be,+32 56 96 08 00,BUY_REGULAR,590000,2,2,2,0,1,,1,,INSTALLED,GOOD,123,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Evere,1140,Immo Pické BV BVBA.,storage6011_791@importfrommedia.be,+32 2 331 62 69,BUY_REGULAR,249000,,3,1,0,1,,1,2,INSTALLED,TO_BE_DONE_UP,103,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Pulderbos,2242,Heylen Vastgoed Lier,heylenvastgoed@omniwebsites.be,+32 3 361 00 03,BUY_REGULAR,550000,4,3,1,0,2,,2,4,HYPER_EQUIPPED,AS_NEW,255,429,546,0,0,0,0,1,0,0,1,0
APARTMENT,PENTHOUSE,Wallonie,Charleroi Marcinelle,6001,Afim Bureau Immobilière SA,bureauimmobilier_645@importfrommedia.be,+32 71 34 44 04,BUY_REGULAR,435000,,3,1,1,2,,,,HYPER_EQUIPPED,AS_NEW,230,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Lessines Deux-Acren,7864,Team Construct,storage9512_452@importfrommedia.be,+32 2 556 47 56,BUY_REGULAR,373905,4,4,2,0,2,,,,,AS_NEW,189,,998,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Hooglede,8830,Bricx,bricxroeselare@contactme.skarabee.com,+32 51 80 18 00,BUY_REGULAR,319000,4,3,,0,2,1,,1,,GOOD,163,200,263,0,0,0,0,0,0,0,1,0
HOUSE,VILLA,Flandres,Westerlo,2260,Hillewaere  Vastgoed Mol,2hmmol@contactme.skarabee.com,+32 14 49 05 02,BUY_REGULAR,749000,4,5,3,0,5,1,,,,GOOD,242,,1445,0,0,0,0,0,0,0,0,0
APARTMENT,DUPLEX,Flandres,Asse,1730,ImmoTijl Aalst,immotijl_herdersem_tehuur@importfrommedia.be,+32 53 42 46 99,BUY_REGULAR,327000,3,2,1,0,2,,1,1,USA_INSTALLED,AS_NEW,,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Riemst,3770,IMMO JANSSEN-MARRES,storage6767_riemst_8@importfrommedia.be,+32 12 45 41 87,BUY_REGULAR,595000,4,3,1,0,,,3,20,INSTALLED,TO_RENOVATE,233,,4017,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Anvers,2000,CC Immo,ccimmo@omniwebsites.be,+32 3 257 55 55,BUY_REGULAR,349000,4,1,1,0,1,,,,INSTALLED,AS_NEW,85,,,0,0,0,0,1,0,1,0,0
APARTMENT,APARTMENT,Flandres,Bredene,8450,Astrid Immobilia,200964@secure.fortissimmo.net,+32 59 32 56 00,BUY_REGULAR,159000,,1,1,0,,6,,,INSTALLED,,50,,,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Sint-Niklaas,9100,Uw-huis.be,uw-huis@contactme.skarabee.com,+32 52 46 38 03,BUY_REGULAR,269000,2,4,2,0,1,1,,,,TO_BE_DONE_UP,,,188,0,0,0,0,0,0,0,0,0
APARTMENT,PENTHOUSE,Bruxelles,Ixelles,1050,We Invest Bruxelles,storage4563_152@importfrommedia.be,+32 2 318 62 66,BUY_REGULAR,1299000,3,4,3,3,3,,2,,HYPER_EQUIPPED,GOOD,260,,,1,0,1,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Renaix,9600,DMG Vastgoed,dmgvastgoed_285@importfrommedia.be,+32 55 21 12 10,BUY_REGULAR,185000,2,3,1,0,1,,,,HYPER_EQUIPPED,TO_BE_DONE_UP,143,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Wenduine,8420,Key Immo,storage9301_340@importfrommedia.be,+32 50 70 81 74,BUY_REGULAR,369000,,2,1,0,1,,,,HYPER_EQUIPPED,AS_NEW,85,,,0,0,0,0,0,0,1,0,0
APARTMENT,PENTHOUSE,Flandres,Vilvorde,1800,Immo Style - Immo Lofts Group Bruxelles,immostyl_ixelles@importfrommedia.be,+32 2 654 00 41,BUY_REGULAR,485000,2,3,2,2,2,,2,2,USA_HYPER_EQUIPPED,AS_NEW,224,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Edegem,2650,Hans immo.,hansimmo-wr5pzi@omniwebsites.be,+32 3 290 30 30,BUY_REGULAR,234000,2,2,1,0,1,,1,,INSTALLED,GOOD,83,,,0,0,0,0,1,0,0,0,0
HOUSE,HOUSE,Wallonie,Tournai,7500,DL Groupe Tournai 069,cabinet056_684@importfrommedia.be,+32 69 66 56 56,BUY_REGULAR,315000,3,4,1,0,,,1,8,SEMI_EQUIPPED,TO_RENOVATE,280,,1075,1,0,1,0,0,0,1,0,0
HOUSE,HOUSE,Bruxelles,Uccle,1180,,,,BUY_REGULAR,785000,3,4,1,2,3,,,,,AS_NEW,257,133,225,1,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,Diepenbeek,3590,ERA Nobis - Hasselt,nobis@era.be,+32 11 35 14 00,BUY_REGULAR,189000,2,2,1,0,,,,1,HYPER_EQUIPPED,,85,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Namur,5000,Oh My House !,storage5469_411@importfrommedia.be,,BUY_REGULAR,149000,2,1,1,1,1,,,,SEMI_EQUIPPED,GOOD,51,,,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Jumet,6040,We Invest Charleroi,storage4563_800@importfrommedia.be,+32 71 15 87 87,BUY_REGULAR,129000,3,2,1,0,2,,1,1,,TO_BE_DONE_UP,88,930,1002,0,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Flandres,Zwevegem,8552,Resida,resida@contactme.skarabee.com,+32 56 98 05 55,BUY_REGULAR,245000,4,3,1,0,1,7,2,5,,GOOD,106,385,753,0,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Flandres,Sint-Pieters-Leeuw,1600,Immo Groot Leeuw,201420@secure.fortissimmo.net,+32 2 378 04 44,BUY_REGULAR,280000,,2,1,0,1,,1,,USA_HYPER_EQUIPPED,JUST_RENOVATED,92,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Willebroek,2830,Walbers Immo,walberswillebroek@omniwebsites.be,+32 3 886 32 85,BUY_REGULAR,280000,2,4,1,0,2,,1,1,INSTALLED,GOOD,185,,206,0,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Wallonie,HERMEE,4680,Forward Real Estate,forward@omniwebsites.be,+32 4 237 07 37,BUY_REGULAR,449000,4,4,1,0,2,,3,2,INSTALLED,AS_NEW,291,,800,0,0,1,0,1,0,1,1,0
APARTMENT,APARTMENT,Wallonie,Waterloo,1410,,,,BUY_REGULAR,495000,2,2,1,1,2,,1,1,USA_HYPER_EQUIPPED,JUST_RENOVATED,126,,,1,0,1,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Waregem,8790,Immo Francois,waregem@immofrancois.be,+32 56 94 69 56,BUY_REGULAR,415000,,3,1,0,2,4,1,1,,JUST_RENOVATED,170,135,236,0,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Bruxelles,Auderghem,1160,Expertissimmo,expertissimmo_bruxelles@importfrommedia.be,+32 2 736 67 92,BUY_REGULAR,590000,2,3,1,0,2,,1,1,USA_HYPER_EQUIPPED,GOOD,182,80,174,0,0,1,0,0,0,1,1,0
HOUSE,HOUSE,Flandres,Renaix,9600,Bram Immo,storage6906_492@importfrommedia.be,,BUY_REGULAR,149000,2,4,1,1,1,,,,INSTALLED,,147,,220,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Verviers,4800,HOME'S IMMO,storage7345_304@importfrommedia.be,+32 494 60 56 82,BUY_REGULAR,119000,2,1,1,0,4,,,,SEMI_EQUIPPED,GOOD,71,110,,1,0,0,0,0,0,1,1,0
APARTMENT,LOFT,Bruxelles,Bruxelles ville,1000,Macnash North,macnash-north@omniwebsites.be,+32 2 881 22 93,BUY_REGULAR,1250000,4,3,2,3,4,,,1,USA_HYPER_EQUIPPED,JUST_RENOVATED,366,,,1,0,0,0,1,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Bruxelles,1000,10-7 Immo,contact@apilead2.net,,BUY_REGULAR,840000,,2,1,0,1,7,1,,INSTALLED,GOOD,128,,,0,0,1,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Gent,9000,Landbergh,199809@secure.fortissimmo.net,+32 9 225 25 24,BUY_REGULAR,560000,,4,,0,,5,,,INSTALLED,,192,75,0,0,0,0,0,0,0,1,1,0
HOUSE,MANSION,Flandres,Hasselt,3500,Hillewaere  Vastgoed Hasselt,hillewaere_hasselt@contactme.skarabee.com,+32 11 36 86 86,BUY_REGULAR,1300000,4,0,,0,,1,1,,,TO_RENOVATE,865,106,361,0,0,0,0,0,0,0,1,0
HOUSE,FARMHOUSE,Wallonie,Lincent,4287,We Invest Hesbaye,storage4563_301@importfrommedia.be,+32 19 86 06 06,BUY_REGULAR,499000,4,3,2,2,2,,4,6,INSTALLED,GOOD,277,1115,1835,1,0,0,0,0,0,1,1,0
HOUSE,TOWN_HOUSE,Flandres,Wezembeek-Oppem,1970,Sorimo  - Bruxelles,sorimo_bruxelles@importfrommedia.be,+32 2 772 80 20,BUY_REGULAR,550000,3,4,1,0,3,,1,1,INSTALLED,TO_RENOVATE,156,220,398,0,0,0,0,0,0,1,1,0
HOUSE,MIXED_USE_BUILDING,Wallonie,Wanze,4520,Easyhome,storage7460_368@importfrommedia.be,+32 84 77 00 43,BUY_REGULAR,189000,4,1,1,0,5,,,2,,GOOD,193,,1897,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Anvers,2000,Reds Group,storage8013_994@importfrommedia.be,+32 3 227 58 58,BUY_REGULAR,575000,2,3,2,0,,,,1,,,145,,,0,0,0,0,0,0,1,0,0
APARTMENT,GROUND_FLOOR,Flandres,Gavere,9890,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,347510,4,2,1,0,1,,1,1,HYPER_EQUIPPED,AS_NEW,111,,,0,0,0,0,0,0,1,0,0
APARTMENT,FLAT_STUDIO,Flandres,BLANKENBERGE,8370,Immo Marina,immomarina@omniwebsites.be,+32 50 41 96 86,BUY_REGULAR,125000,2,0,1,0,1,,,,SEMI_EQUIPPED,GOOD,52,,,1,0,0,1,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Evere,1140,Immo Bolle sprl,immoboll_auderghem@importfrommedia.be,+32 2 660 00 64,BUY_REGULAR,290000,3,3,1,0,1,,1,,,GOOD,100,,,0,0,0,0,0,0,1,0,0
HOUSE,MIXED_USE_BUILDING,Flandres,Grammont,9500,Cornelis & Partners,cornelis@importfrommedia.be,,BUY_REGULAR,199000,2,4,1,0,,,,,NOT_INSTALLED,TO_RENOVATE,250,,350,1,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Knokke-Heist,8300,Tine Immo Boutique,Z48242@secure.fortissimmo.net,+32 497 53 45 29,BUY_REGULAR,850000,,3,1,0,,6,1,1,,AS_NEW,,,194,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Lincent,4287,We Invest Hesbaye,storage4563_301@importfrommedia.be,+32 19 86 06 06,BUY_REGULAR,75000,2,1,,0,1,,,1,NOT_INSTALLED,TO_RENOVATE,111,,64,1,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Saint-Gilles,1060,ERA Châtelain,immoweb@erabelgium.be,+32 2 535 98 98,BUY_REGULAR,260000,2,2,1,0,,,,,,,67,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Dilbeek,1700,Living Stone Dilbeek,pajota_dilbeek@importfrommedia.be,+32 2 466 05 75,BUY_REGULAR,250000,3,2,1,1,1,,1,,INSTALLED,GOOD,82,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Dilbeek,1700,Immo Van Middelem,immovanmiddelem@importfrommedia.be,+32 2 582 53 64,BUY_REGULAR,235000,2,2,1,0,1,,1,1,SEMI_EQUIPPED,TO_BE_DONE_UP,110,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Verviers Stembert,4801,Ekilibre,storage4144_459@importfrommedia.be,+32 87 31 63 00,BUY_REGULAR,279000,3,3,1,0,2,,,2,NOT_INSTALLED,JUST_RENOVATED,114,87,150,1,0,1,0,0,0,1,1,0
HOUSE,VILLA,Flandres,Geraardsbergen Moerbeke,9500,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,335000,3,3,1,0,2,,1,2,USA_HYPER_EQUIPPED,AS_NEW,176,,381,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Seraing Ougrée,4102,L'Immobilière de Marneffe,redemarneffesprl_657@importfrommedia.be,+32 19 77 05 00,BUY_REGULAR,160000,3,4,1,1,1,,,,INSTALLED,GOOD,110,100,185,1,0,0,0,0,0,1,1,0
APARTMENT,FLAT_STUDIO,Flandres,Nieuport,8620,Immo Eecke,immoeecke@omniwebsites.be,+32 58 23 31 90,BUY_REGULAR,185000,2,0,2,0,,,,,INSTALLED,GOOD,53,,,1,0,0,1,1,0,1,0,0
HOUSE,HOUSE,Wallonie,Nivelles,1400,Pacimmo,pacimmo_832@importfrommedia.be,+32 71 32 53 25,BUY_REGULAR,229900,4,5,1,1,2,,1,,INSTALLED,TO_RENOVATE,175,415,530,1,0,1,0,0,0,0,1,0
APARTMENT,DUPLEX,Wallonie,Marche-en-Famenne,6900,Trevi Rasquain,trevi-rasquain@omniwebsites.be,+32 85 25 39 03,BUY_REGULAR,189500,2,1,1,0,1,,,,NOT_INSTALLED,AS_NEW,80,,,1,0,0,0,1,0,0,0,0
APARTMENT,APARTMENT,Flandres,Herentals,2200,Heylen Vastgoed Herentals,heylenvastgoed@omniwebsites.be,+32 14 70 51 58,BUY_REGULAR,375000,2,3,1,0,2,,,,INSTALLED,,111,,,0,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Wallonie,Givry,7041,Agence Ianniello,agenceia_mons@importfrommedia.be,+32 65 35 38 04,BUY_REGULAR,137000,2,3,2,2,2,,,1,,TO_RENOVATE,200,500,680,0,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Waterloo,1410,,,+32478213166,BUY_REGULAR,665000,3,4,2,0,2,,1,1,HYPER_EQUIPPED,JUST_RENOVATED,235,450,450,0,0,1,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Liège,4000,,,+3287542932,BUY_REGULAR,190000,2,4,1,0,2,12,,,SEMI_EQUIPPED,TO_BE_DONE_UP,266,200,294,0,0,1,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,Wilrijk,2610,Chase,chasevastgoed@omniwebsites.be,+32 3 740 03 90,BUY_REGULAR,199000,,2,1,0,1,,,,INSTALLED,AS_NEW,100,,,1,0,1,0,1,0,1,0,0
HOUSE,VILLA,Wallonie,La Louvière Haine-Saint-Paul,7100,ALEX INVEST IMMOBILIER SPRL,info@alexinvest.be,+32 64 70 01 45,BUY_REGULAR,460000,4,3,1,0,2,,,10,INSTALLED,AS_NEW,220,,9916,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Tongeren,3700,Confideo Immo,baillienimmo@omniwebsites.be,+32 12 23 23 11,BUY_REGULAR,349000,4,4,2,0,1,17,2,,SEMI_EQUIPPED,TO_BE_DONE_UP,321,,3328,1,0,0,0,0,0,0,0,0
HOUSE,BUNGALOW,Flandres,Sint-Pieters-Leeuw,1600,Immo Groot Leeuw,201420@secure.fortissimmo.net,+32 2 378 04 44,BUY_REGULAR,430000,,2,1,0,2,,1,,INSTALLED,AS_NEW,113,252,403,1,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Flandres,Schendelbeke,9506,Cornelis & Partners Geraardsbergen,storage5289_17@importfrommedia.be,,BUY_REGULAR,165000,2,2,1,1,1,,,,HYPER_EQUIPPED,GOOD,120,,85,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Nivelles,1400,TRIOR Nivelles,triorwat_nivelles@importfrommedia.be,+32 67 49 04 88,BUY_REGULAR,175000,2,2,1,0,1,,1,,SEMI_EQUIPPED,TO_BE_DONE_UP,86,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Zottegem,9620,Cornelis & Partners,cornelis@importfrommedia.be,,BUY_REGULAR,249000,2,3,1,0,2,,1,,SEMI_EQUIPPED,GOOD,176,,376,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Bilzen,3740,Horse Immo,Horseimmo@importfrommedia.be,+32 53 60 65 66,BUY_REGULAR,495000,4,4,1,0,1,,,4,,GOOD,285,,5731,0,0,1,0,0,0,1,0,0
HOUSE,TOWN_HOUSE,Wallonie,Frameries,7080,,,+32497433008,BUY_REGULAR,299000,4,3,2,0,2,,3,,USA_INSTALLED,AS_NEW,120,25,200,0,0,1,0,0,0,1,1,0
HOUSE,HOUSE,Flandres,Deerlijk,8540,KMO Vastgoed,2004623027002227000000007@secure.fortissimmo.net,+32 9 233 06 00,BUY_REGULAR,395000,2,3,1,0,,6,,,INSTALLED,TO_RENOVATE,336,,336,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,àrezàe,6997,Easyhome,storage7460_368@importfrommedia.be,+32 84 77 00 43,BUY_REGULAR,299000,3,7,1,2,3,,,3,INSTALLED,GOOD,241,609,780,1,0,0,0,0,0,1,1,0
HOUSE,VILLA,Wallonie,PÉRUWELZ,7600,Jérôme Neutelings,jumba@omniwebsites.be,+32 2 385 01 85,BUY_REGULAR,173350,4,3,,1,2,,,2,NOT_INSTALLED,,101,280,280,0,0,0,0,1,0,1,1,0
HOUSE,HOUSE,Flandres,Zellik,1731,Immo David,immodavid_zellik@importfrommedia.be,+32 2 305 51 33,BUY_REGULAR,445000,4,3,1,0,2,,1,1,SEMI_EQUIPPED,TO_BE_DONE_UP,138,,1032,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Zonhoven,3520,ERA Nobis - Zonhoven,nobis@era.be,+32 11 35 14 00,BUY_REGULAR,248000,4,0,,0,,,,,,,1390,,1390,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Astene,9800,Landbergh,199809@secure.fortissimmo.net,+32 9 225 25 24,BUY_REGULAR,372000,,2,1,0,1,9,,,INSTALLED,,89,,,0,0,1,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Herentals,2200,Heylen Vastgoed Herentals,heylenvastgoed@omniwebsites.be,+32 14 70 51 58,BUY_REGULAR,699000,2,3,3,0,3,,,,HYPER_EQUIPPED,AS_NEW,233,,188,1,0,0,0,1,0,1,1,1
HOUSE,HOUSE,Flandres,Aalst (9300),9300,Vastima,200483@secure.fortissimmo.net,+32 478 69 30 78,BUY_REGULAR,315000,,3,1,0,2,11,,,INSTALLED,,157,,130,0,1,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Roeselare,8800,Bricx,bricxroeselare@contactme.skarabee.com,+32 51 80 18 00,BUY_REGULAR,295000,3,6,1,0,,1,2,3,,GOOD,307,,750,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Malines,2800,Immo ID,brussel.immoid@omniwebsites.be,+32 2 231 13 54,BUY_REGULAR,457000,2,3,1,0,2,,,,INSTALLED,JUST_RENOVATED,190,16,0,1,0,0,0,1,0,0,1,0
APARTMENT,DUPLEX,Flandres,Erembodegem,9320,B&V Invest,benvinvest@omniwebsites.be,+32 53 70 00 02,BUY_REGULAR,310000,4,3,1,0,1,,,,INSTALLED,,110,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Oostende,8400,Groep Caenen Oostende,19992799655@secure.fortissimmo.net,+32 59 40 40 30,BUY_REGULAR,725000,,3,2,0,2,13,2,,INSTALLED,GOOD,144,,,0,0,0,0,0,0,1,0,0
APARTMENT,DUPLEX,Flandres,Bruges,8000,IMMAX BRUGGE,storage4588_748@importfrommedia.be,+32 50 62 44 14,BUY_REGULAR,395000,2,3,1,0,2,,,,USA_HYPER_EQUIPPED,AS_NEW,107,,,1,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Zeebrugge,8380,Key Immo,storage9301_340@importfrommedia.be,+32 50 70 81 74,BUY_REGULAR,399000,,3,2,0,2,,,,HYPER_EQUIPPED,AS_NEW,120,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Knokke-Heist,8300,LIV'immo,livimmo@contactme.skarabee.com,+32 50 62 53 62,BUY_REGULAR,595000,,2,1,0,2,1,,,,GOOD,100,,,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Rijkevorsel,2310,Albert Rijkevorsel,albertrijkevorsel@contactme.skarabee.com,+32 80 02 52 37,BUY_REGULAR,379000,3,2,1,0,1,1,1,,,GOOD,201,,352,1,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,De Haan,8420,Immo Belgium,19972574252@secure.fortissimmo.net,+32 59 23 33 23,BUY_REGULAR,289000,,1,1,0,2,9,,,INSTALLED,GOOD,73,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Forest,1190,Parvissimmo,parvissimmo_bruxelles@importfrommedia.be,+32 2 344 13 10,BUY_REGULAR,205000,,2,1,0,1,,,,,TO_RENOVATE,80,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Izegem,8870,Vastgoed Vanackere,201440@secure.fortissimmo.net,,BUY_REGULAR,159995,,2,1,0,,,,,,,98,,,0,0,0,0,0,0,0,0,0
HOUSE,APARTMENT_BLOCK,Flandres,Berchem,2600,Hans immo.,hansimmo-wr5pzi@omniwebsites.be,+32 3 290 30 30,BUY_REGULAR,469000,2,4,2,0,2,,,,SEMI_EQUIPPED,GOOD,156,69,183,0,0,0,0,1,0,0,1,0
HOUSE,APARTMENT_BLOCK,Flandres,Terhagen,2840,Leximmo,199794@secure.fortissimmo.net,+32 3 459 99 99,BUY_REGULAR,725000,,6,4,0,4,,1,,,TO_BE_DONE_UP,,,132,0,0,0,0,0,0,1,1,0
HOUSE,APARTMENT_BLOCK,Wallonie,Charleroi Gosselies,6041,Pacimmo,pacimmo_832@importfrommedia.be,+32 71 32 53 25,BUY_REGULAR,299900,2,8,7,7,7,,,,SEMI_EQUIPPED,TO_BE_DONE_UP,300,70,170,1,0,1,0,0,0,0,1,0
APARTMENT,APARTMENT,Flandres,Leuven,3000,Immo Jan Stas,Z8248@secure.fortissimmo.net,+32 16 23 90 80,BUY_REGULAR,585000,,3,2,0,,10,,,INSTALLED,,120,,,0,0,0,0,0,0,1,0,0
